,id,text,predicted_label
164,1464403702068961285,"Oh Holy Night has a verse that was intentionally left out in the 1800’s (and STILL today)

“Truly He taught us to love one another; His law is Love and His gospel is Peace. 
Chains shall he break, for the slave is our brother, and in his name all oppression shall cease.”

Sing it",R
165,1435972813597249537,"Let’s save our country by fixing our broken, corrupt elections. 

If you care about honest elections read this⬇️ 

https://t.co/II6lSilT5M",D
166,1446963506402660355,"Is there a media blackout on last night’s air traffic controller walkout in Jacksonville, FL?

Hundreds of flights canceled.

Walkout due to vax mandate

From a trusted source: https://t.co/kCseQMZlal",R
167,1355566964190531588,Double masking is where it’s at. https://t.co/nCNhiVVhQJ,R
168,1521318392904433664,"@ianbremmer 80% of Americans are pro-choice. This isn’t a divide issue. This is a direct result of an electoral college that favors small, whiter states over areas of larger, more diverse populations.",D
169,1529325196448088064,"The votes are in, the margin will hold. We have won by 177 votes. 

My statement below: https://t.co/Ww71fS0o5g",R
170,1523657089419149313,"So let me get this straight: 70% of Americans support Roe V Wade, yet, the 30% who oppose it get to set policy?",R
171,1540365258748993536,"The Supreme Court wants to “reconsider Griswold, Lawrence, and Obergefell” after abolishing #RoeVsWade.

Griswold - Contraception
Lawrence - Same-sex relationships
Obergefell - Marriage equality https://t.co/j7HlQLDwTO",D
172,1462569620922155008,"⚠️🇺🇸#UPDATE: Suspects now described as either Black OR Arab

- Two suspects are still at large
- Police advise residents of Waukesha to lock all windows and doors
- CBS News now reports there are ‘multiple dead’ https://t.co/vHAcNFrYEK",D
173,1366886987484061697,"A death warrant for Texans.

Add them to the 44,000+ killed as he failed to confront the pandemic &amp; botched the vaccine rollout.

And those who froze to death because he cares more about energy companies’ profits than keeping Texans alive.

Abbott is killing the people of Texas. https://t.co/2idUcqSjJT",D
174,1434639396976869376,About to delete this first tweet so we don’t spread misinformation via the original article BUT don’t let one article make you think livestock medicine is safe for humans — please look at @FloridaPoison &amp; other official sources as clear evidence that it’s not safe to take. TY 💓 https://t.co/5GfJGkEZbd,D
175,1415847546354868227,"Trump Won! 
 https://t.co/Stxwyjj1uy",D
176,1521293547462443012,"Politico just reported that the Koch-bought Supreme Court JUST OVERTURNED ROE V. WADE

Our right to control our own bodies is now dead thanks to

A beer-guzzling fratboy accused of sexual assault

A member of the cult People of Praise

Right wing hacks from the Federalist Society",D
177,1449555934959734784,@WholeMarsBlog @Jafpro_16 @elonmusk That doesn’t appear to be accurate. My worst scores are when autopilot is engaged most of the drive. Culprits are hard break and too close following distance. Surprising that they don’t give you a perfect score when autopilot is on. Eh. The whole scoring is flawed.,R
178,1541396620603973634,"Last week the Supreme Court overturned Roe, declared gun restrictions presumptively unconstitutional, teed up a final blow to Miranda rights, and forced taxpayers to fund religious education. This week it will likely hobble climate regulations and return prayer to public schools.",D
179,1428805238027427842,"Glad to hear that the judge threw out the case against @fcpsnews board member today! Yes, the pandemic has created a terrible time for all of us. But our school board members have done a tremendous job balancing the many needs to keep our community safe. Common sense prevails!",D
180,1529278206087503874,"FFL = Federal Firearms Licensed gun shop

Texas lowered the age for possession of firearms in 2021 to 18, the killer's age
See HB 918:  https://t.co/R38IXLPprG https://t.co/zPu1LGEieW",D
181,1466607418574401538,"Propagandist Tucker Carlson asked Hunter Biden to write a college recommendation letter for his son Buckley to get him into Georgetown

Hunter obliged

This is the same Tucker Carlson who attacks Hunter and the rest of the Biden family every single night

What a back-stabbing POS",R
182,1518378571709956100,"@JohnWDean The @Twitter Board of Directors should poll their stakeholders (us users) if #ElonMuskTwitter ownership would result is loss of user-ship?

This would be good due-diligence by BOD and provide business judgment rule protections to the board if they reject Musk hostile takeover?",R
183,1441421855986966529,"Statement by Donald J. Trump, 45th President of the United States of America https://t.co/5z4GRDDrQF",D
184,1441422557484257291,"I agree with Mark. 
I was the first Gov Candidate to call for a state-wide forensic audit months ago. 
I believe we will see so much corruption in Maricopa County that citizens around Arizona will demand this. 
We want Fraud-Free Elections! https://t.co/apEPdfOuyg",D
185,1511482010967105539,@bluntsabbath @GeorgiaDemocrat @staceyabrams @BrianKempGA You missed the reference.  The point is to not use that argument as an excuse to carry a weapon in public.  In NO mass shooting had any 'good Samaritan' ever stepped forward to protect anyone.,D
186,1473680486845272065,"From @MayorDaniella: Three to five new testing sites will be announced today. 

“We are concerned about people having to wait long hours. It’s not acceptable.” 

She says unvaccinated people should skip test line and “just get vaccinated.”",D
187,1400478818469617665,"On first day of #Pride Month, @RonDeSantisFL banned transgender athletes from competing in sports.

Today, on second day of #Pride Month, he vetoed counseling for survivors of the Pulse shooting.

Tomorrow, on the third day of #Pride Month, he’s planning on banning rainbows.🌈 https://t.co/g5SYHl9lZU",D
188,1521828756674994177,"The attack on Dave Chapelle by an unhinged man armed with a gun that had a retractable knife was the direct result of the left’s constant  attack on free speech. 

This is one more example of how Wokeism is systematically destroying everything it touches.",R
189,1363839056912744456,Yes it does but @JoeBiden is funding the @WHO &amp; the Wuhan Institute of Virology https://t.co/6XMkG7otPp,R
190,1423349424034619393,"I’m pro vaccine but this is kinda out of line…

https://t.co/vjSqyVBFrY",D
191,1428925143183626251,"The White House announced they are not mandating the coronavirus vaccine for their employees.

The WHITE HOUSE.

That’s all you need to know!",R
192,1438656864099708928,"The FBI lead a radical sting operation using Capitol Police, Agents, Informants, Antifa, BLM Extremist, and Democratic Acticivist infiltrating a peaceful demonstration on January 6th, 2021 to target God loving Americans to label us terrorist.",R
193,1447656201752231937,"This is Grace Smith.

Grace is a 16-year-old junior at Laramie High School who was arrested and removed from school in handcuffs.

Her crime? Not wearing a surgical mask. https://t.co/jze8euEUAH",R
194,1454087150358630400,"So, two elderly high-risk men don’t have to wear masks, but my 7 year old does. 
Got it ✌🏼 https://t.co/IWaSAwpLM8",R
195,1456612143181275138,Imagine not buying the $penn dip today.   I’m not a financial advisor.  Im also not going anywhere.,R
196,1458821557065854983,Both Julie and @nichcarlson reported my account to twitter again for doxxing them.  I literally blacked out their email addresses.   Julie Black’s info is pinned to her profile.     How scared can you be. @BusinessInsider      YOU ACCUSED ME OF RAPE,D
197,1470978843586351105,Faking a hate crime is a hate crime,R
198,1475562179256471552,"If you’re the President of the United States of America and you say there is no federal solution to a massive collective problem like the pandemic or ongoing climate catastrophe, you should just resign and let someone else take over who is willing and able to actually do your job",D
199,1529427654839046144,I have news for the embarrassment that claims to be our President — try to take our guns and you’ll learn why the Second Amendment was written in the first place.,D
200,1532710109201190912,"More from Oak Park River Forest HS and its race-based grading. Patrick Hardy, OPRF Dir of Equity, at 1/27/22 meeting:

""Equity is everywhere.""
""Equity is everything.""
""racializing our work""
""racializing our assessments"" https://t.co/xADnMjY7ep",D
201,1539673370790436866,"@greg_price11 Don’t blame lol companies. Biden’s war on American energy includes driving up private and public financing costs of oil drilling, halting drilling on public lands, and canceling the Keystone pipeline.",R
202,1437525948497203201,"WE THE PEOPLE DEMAND FAIR, SECURE, NON-CORRUPT ELECTIONS. 

Who’s with me?? 
#Karizona #SaveAmerica #SaveOurElections #SaveOurVote #TrumpWon https://t.co/HChfQeGkJO",D
